epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,3168.85,1.15295,0.94962,1.64927,0.96766,1,0.995,0.68912,0.99618,0.7281,1.62039,0.0007724,0.0007724,0.0007724
188,3185.9,1.15498,0.93694,1.6821,0.98388,1,0.995,0.66733,0.98887,0.7506,1.65575,0.0007658,0.0007658,0.0007658
189,3202.96,1.12826,0.87798,1.66822,0.97749,1,0.995,0.66096,0.98399,0.75558,1.63976,0.0007592,0.0007592,0.0007592
190,3219.65,1.10177,0.88269,1.65544,0.89064,1,0.97682,0.69672,0.96596,0.78484,1.54811,0.0007526,0.0007526,0.0007526
191,3236.35,1.0829,0.95314,1.65001,0.89678,1,0.98591,0.70818,0.94805,0.791,1.52051,0.000746,0.000746,0.000746
192,3253.42,1.12236,0.87544,1.59963,0.89678,1,0.98591,0.70818,0.94805,0.791,1.52051,0.0007394,0.0007394,0.0007394
193,3270.63,1.08567,0.8572,1.62862,0.89652,1,0.98591,0.70538,0.96222,0.81002,1.565,0.0007328,0.0007328,0.0007328
194,3287.01,1.11093,0.86132,1.65547,0.89147,1,0.98591,0.73615,1.01101,0.83857,1.62341,0.0007262,0.0007262,0.0007262
195,3303.7,1.03344,0.88421,1.60566,0.90514,1,0.995,0.71151,1.0233,0.79715,1.65428,0.0007196,0.0007196,0.0007196
196,3320.08,1.07227,0.80638,1.542,1,0.97678,0.995,0.68264,1.00136,0.71236,1.69687,0.000713,0.000713,0.000713
197,3336.41,1.0798,0.92172,1.62592,1,0.99485,0.995,0.67558,0.97388,0.69711,1.72022,0.0007064,0.0007064,0.0007064
198,3352.65,1.11707,0.8892,1.62229,0.9893,1,0.995,0.70395,0.93114,0.69965,1.65703,0.0006998,0.0006998,0.0006998
199,3369.15,1.18215,0.98774,1.71175,0.98113,1,0.995,0.74296,0.92068,0.71801,1.62047,0.0006932,0.0006932,0.0006932
200,3385.4,1.02962,0.80037,1.56968,0.98113,1,0.995,0.74296,0.92068,0.71801,1.62047,0.0006866,0.0006866,0.0006866
201,3401.43,1.05857,0.85602,1.58509,0.99292,1,0.995,0.71976,0.96245,0.72981,1.59788,0.00068,0.00068,0.00068
202,3417.92,1.03084,0.77608,1.56265,0.99421,1,0.995,0.70466,0.97784,0.65144,1.58627,0.0006734,0.0006734,0.0006734
203,3434.49,1.00623,0.80633,1.5296,0.99369,1,0.995,0.67085,1.02202,0.6296,1.63514,0.0006668,0.0006668,0.0006668
204,3450.57,1.07179,0.88576,1.6199,0.99332,1,0.995,0.68156,1.0503,0.66797,1.68873,0.0006602,0.0006602,0.0006602
205,3467.03,1.14962,0.86427,1.62209,0.97131,1,0.995,0.69462,1.00591,0.70081,1.6905,0.0006536,0.0006536,0.0006536
206,3483.25,1.02422,0.79414,1.58205,0.99239,1,0.995,0.70651,1.02181,0.70162,1.68604,0.000647,0.000647,0.000647
207,3499.18,1.01569,0.81856,1.52873,0.99486,1,0.995,0.71746,0.96662,0.67081,1.59669,0.0006404,0.0006404,0.0006404
208,3515.3,1.0107,0.81262,1.57803,0.99486,1,0.995,0.71746,0.96662,0.67081,1.59669,0.0006338,0.0006338,0.0006338
209,3531.67,1.09304,0.8581,1.6482,1,0.99908,0.995,0.74156,0.93652,0.64132,1.56348,0.0006272,0.0006272,0.0006272
210,3547.97,1.02851,0.83467,1.57756,1,0.99756,0.995,0.73444,0.92527,0.62961,1.54838,0.0006206,0.0006206,0.0006206
211,3563.92,1.03147,0.82931,1.6108,1,0.9973,0.995,0.72544,0.97043,0.65392,1.58537,0.000614,0.000614,0.000614
212,3579.95,0.95116,0.77705,1.54864,1,0.99644,0.995,0.73715,1.00621,0.65624,1.61563,0.0006074,0.0006074,0.0006074
213,3596.42,1.0374,0.80278,1.51778,1,0.99344,0.995,0.6932,1.04317,0.6323,1.62296,0.0006008,0.0006008,0.0006008
214,3612.61,0.94166,0.74658,1.43485,0.99632,1,0.995,0.67956,1.02015,0.64744,1.59017,0.0005942,0.0005942,0.0005942
