epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,839.598,1.8593,1.59918,2.58175,0.49102,0.94444,0.71752,0.42285,1.58622,1.84133,2.28009,0.0017294,0.0017294,0.0017294
43,860.012,1.94049,1.67782,2.62687,0.71436,0.83363,0.8583,0.56608,1.30342,1.4969,2.02735,0.0017228,0.0017228,0.0017228
44,880.577,1.90159,1.4586,2.42016,0.9295,0.7331,0.90619,0.59797,1.32428,1.53413,2.07891,0.0017162,0.0017162,0.0017162
45,900.878,1.78193,1.53168,2.4753,0.91381,0.83333,0.93096,0.64102,1.32225,1.45346,2.01644,0.0017096,0.0017096,0.0017096
46,920.964,1.84139,1.69105,2.55414,0.94396,0.93613,0.94378,0.60094,1.31666,1.49782,1.9992,0.001703,0.001703,0.001703
47,942.942,1.92538,1.67538,2.55754,0.89106,0.94444,0.95043,0.58206,1.2751,1.37793,1.98032,0.0016964,0.0016964,0.0016964
48,962.619,1.75393,1.58258,2.42936,0.91004,0.77778,0.9246,0.58809,1.35978,1.40733,1.97544,0.0016898,0.0016898,0.0016898
49,981.784,1.71184,1.51421,2.48648,0.63794,0.97933,0.80335,0.47707,1.50806,1.73914,2.0929,0.0016832,0.0016832,0.0016832
50,1000.97,1.64264,1.44331,2.33687,0.89964,0.99619,0.97213,0.61688,1.49394,1.371,2.09752,0.0016766,0.0016766,0.0016766
51,1020.59,1.63136,1.53138,2.33199,0.98867,0.94444,0.98591,0.66606,1.35378,1.23703,1.96065,0.00167,0.00167,0.00167
52,1039.76,1.62956,1.56006,2.41184,0.67335,0.88889,0.78252,0.4516,1.46687,1.7976,2.02939,0.0016634,0.0016634,0.0016634
53,1059.63,1.70166,1.57287,2.35618,0.55004,0.94444,0.72797,0.43249,1.36106,2.27456,1.97105,0.0016568,0.0016568,0.0016568
54,1078.88,1.64019,1.43223,2.3213,0.82487,0.78535,0.86181,0.52607,1.24918,1.57762,1.99235,0.0016502,0.0016502,0.0016502
55,1097.91,1.703,1.44073,2.29098,0.76748,0.73402,0.79517,0.50381,1.20128,1.64967,2.01584,0.0016436,0.0016436,0.0016436
56,1117.36,1.57186,1.30244,2.26364,0.69439,0.94444,0.86546,0.54264,1.14561,1.49447,1.93821,0.001637,0.001637,0.001637
57,1136.03,1.70679,1.52049,2.40418,0.83913,0.94444,0.94906,0.60157,1.16362,1.31801,1.90628,0.0016304,0.0016304,0.0016304
58,1155.07,1.58143,1.38372,2.30499,1,0.9232,0.98591,0.63317,1.19599,1.23769,1.88944,0.0016238,0.0016238,0.0016238
59,1173.11,1.53679,1.30381,2.26969,0.61931,0.94444,0.77726,0.46193,1.20969,2.62815,1.82739,0.0016172,0.0016172,0.0016172
60,1192.78,1.47511,1.25447,2.23272,0.62932,0.94444,0.82218,0.51347,1.21675,2.11274,1.81369,0.0016106,0.0016106,0.0016106
61,1212.7,1.62062,1.34772,2.28988,0.99881,0.94444,0.98786,0.63998,1.36465,1.25028,1.91245,0.001604,0.001604,0.001604
62,1232.62,1.52977,1.31682,2.21129,0.97577,1,0.995,0.62281,1.13171,1.04321,1.79449,0.0015974,0.0015974,0.0015974
63,1251.67,1.55236,1.24746,2.21484,0.99303,1,0.995,0.5738,1.16565,1.19296,1.8105,0.0015908,0.0015908,0.0015908
64,1271.95,1.40125,1.27548,2.17554,0.88,0.88889,0.94707,0.54937,1.25799,1.66948,1.90415,0.0015842,0.0015842,0.0015842
65,1291.55,1.38711,1.2847,2.11812,0.94292,1,0.99237,0.63378,1.29366,1.23283,1.91888,0.0015776,0.0015776,0.0015776
66,1311.05,1.63957,1.41904,2.39589,0.99084,1,0.995,0.68849,1.27652,1.22992,1.97744,0.001571,0.001571,0.001571
67,1330.54,1.56077,1.21467,2.16352,0.99301,0.88889,0.97691,0.6864,1.20371,1.33011,1.8243,0.0015644,0.0015644,0.0015644
68,1349.76,1.50799,1.21833,2.11658,0.99136,0.88889,0.97691,0.69849,1.03258,1.41089,1.67766,0.0015578,0.0015578,0.0015578
69,1368.47,1.47599,1.22976,2.1605,0.97317,0.83333,0.94117,0.62166,1.13753,1.98615,1.78364,0.0015512,0.0015512,0.0015512
70,1387.62,1.59057,1.35124,2.237,0.98975,1,0.995,0.66203,1.08667,1.26009,1.76393,0.0015446,0.0015446,0.0015446
71,1407.41,1.52359,1.26903,2.17681,0.92713,1,0.97763,0.67669,1.02313,1.02718,1.73241,0.001538,0.001538,0.001538
72,1426.34,1.49735,1.23261,2.10609,0.89221,0.92047,0.93951,0.62821,1.16742,1.43204,1.84715,0.0015314,0.0015314,0.0015314
73,1445.54,1.54286,1.24438,2.17131,0.94714,0.99575,0.97184,0.60793,1.25533,1.33736,1.98743,0.0015248,0.0015248,0.0015248
74,1464.81,1.3394,1.15581,2.08635,0.89779,1,0.98658,0.64221,1.10095,1.34556,1.86418,0.0015182,0.0015182,0.0015182
75,1484.06,1.51749,1.27386,2.17287,0.89006,1,0.98106,0.68206,1.07747,1.21181,1.72188,0.0015116,0.0015116,0.0015116
76,1503.28,1.52614,1.21865,2.13801,0.87626,0.88889,0.93912,0.62208,1.19395,1.54287,1.80401,0.001505,0.001505,0.001505
77,1523.14,1.47759,1.15252,2.13446,0.85531,0.98576,0.91638,0.60069,1.10005,1.40721,1.73207,0.0014984,0.0014984,0.0014984
78,1542.76,1.52219,1.24927,2.13754,0.93119,1,0.95132,0.65016,1.1092,1.1792,1.75628,0.0014918,0.0014918,0.0014918
79,1562.73,1.37021,1.12105,2.09125,0.94721,0.99695,0.95132,0.64779,1.12562,1.1258,1.76888,0.0014852,0.0014852,0.0014852
80,1582.84,1.42407,1.08665,2.04864,0.93728,0.94444,0.94667,0.64936,1.19968,1.17064,1.87025,0.0014786,0.0014786,0.0014786
81,1602.24,1.4786,1.16299,2.05964,1,0.99932,0.995,0.69222,1.15588,0.93436,1.84749,0.001472,0.001472,0.001472
82,1621.49,1.32228,1.0585,1.97345,0.99983,1,0.995,0.67675,1.00899,0.86442,1.78434,0.0014654,0.0014654,0.0014654
83,1641.01,1.3475,1.11572,2.05091,0.94395,1,0.975,0.66282,0.95827,0.94793,1.71846,0.0014588,0.0014588,0.0014588
84,1661.22,1.32152,1.03899,1.97309,0.94137,1,0.97763,0.66174,1.0219,0.92508,1.73627,0.0014522,0.0014522,0.0014522
85,1680.62,1.25371,1.09909,1.98177,0.99347,1,0.995,0.63284,1.07296,0.86849,1.80311,0.0014456,0.0014456,0.0014456
86,1701.84,1.3715,1.15603,2.06691,1,0.9938,0.995,0.68566,0.9894,0.95588,1.74451,0.001439,0.001439,0.001439
87,1720.66,1.23317,1.01262,1.92798,0.89961,0.99585,0.94667,0.69382,0.95132,1.01655,1.71968,0.0014324,0.0014324,0.0014324
88,1739.19,1.3352,1.10197,1.99201,0.84263,0.94444,0.89923,0.61144,1.01814,1.40953,1.75533,0.0014258,0.0014258,0.0014258
89,1758.38,1.3598,1.15292,1.95154,0.89736,1,0.95611,0.60637,1.1563,1.39316,1.84257,0.0014192,0.0014192,0.0014192
90,1777.54,1.28877,1.09503,2.02689,0.99636,1,0.995,0.6416,1.17848,1.11161,1.88669,0.0014126,0.0014126,0.0014126
91,1796.22,1.30461,1.03711,1.90848,0.94709,0.99478,0.99237,0.65009,1.09268,0.88039,1.7639,0.001406,0.001406,0.001406
92,1815.3,1.3273,1.07357,1.86086,1,0.99366,0.995,0.67111,0.94614,0.83726,1.63537,0.0013994,0.0013994,0.0013994
93,1836.26,1.31511,1.06282,1.95742,0.99429,1,0.995,0.63699,1.18671,0.75401,1.87558,0.0013928,0.0013928,0.0013928
94,1855.97,1.33447,1.00398,1.95775,0.99586,1,0.995,0.68842,1.09874,0.83518,1.77823,0.0013862,0.0013862,0.0013862
95,1876.07,1.34791,1.21306,2.03202,0.85176,1,0.94992,0.66274,0.94362,1.34426,1.63066,0.0013796,0.0013796,0.0013796
96,1895.45,1.28015,1.05798,1.9081,0.84873,1,0.94992,0.66625,0.92256,1.2516,1.64292,0.001373,0.001373,0.001373
97,1914.88,1.18776,1.06201,1.83194,0.9895,1,0.995,0.63743,1.09799,1.05329,1.75792,0.0013664,0.0013664,0.0013664
98,1934.52,1.14981,1.02965,1.81673,0.99227,0.94444,0.97962,0.63139,1.19469,0.99246,1.84362,0.0013598,0.0013598,0.0013598
99,1953.49,1.27711,1.07996,1.92854,0.99167,1,0.995,0.69496,1.11072,0.84799,1.72989,0.0013532,0.0013532,0.0013532
100,1972.2,1.30992,0.96858,1.92453,0.947,0.99308,0.98342,0.72497,0.97068,0.93984,1.57875,0.0013466,0.0013466,0.0013466
101,1991.62,1.26862,1.01153,1.89879,0.89139,1,0.95611,0.68161,1.02095,1.16006,1.57699,0.00134,0.00134,0.00134
102,2010.93,1.22401,1.06257,1.90063,0.98409,0.94444,0.99,0.74599,0.93411,1.04184,1.56781,0.0013334,0.0013334,0.0013334
103,2030.13,1.21347,1.05014,1.86178,1,0.99534,0.995,0.71529,0.99228,0.94113,1.67154,0.0013268,0.0013268,0.0013268
104,2049.47,1.13021,0.96361,1.79354,0.99183,0.94444,0.99237,0.67885,1.08894,1.02315,1.74119,0.0013202,0.0013202,0.0013202
105,2068.83,1.25421,1.03317,1.88253,0.9451,1,0.99237,0.67508,1.12916,0.94925,1.79034,0.0013136,0.0013136,0.0013136
106,2087.76,1.21655,0.93999,1.84021,1,0.99005,0.995,0.66349,1.11845,1.01715,1.73866,0.001307,0.001307,0.001307
107,2107.21,1.15423,0.95414,1.77863,0.99544,1,0.995,0.7028,0.94108,0.84693,1.5917,0.0013004,0.0013004,0.0013004
108,2126.42,1.17997,0.96866,1.85962,1,0.98034,0.995,0.65228,1.00553,0.92746,1.65283,0.0012938,0.0012938,0.0012938
109,2145.69,1.15109,1.03224,1.85136,0.94456,1,0.98342,0.64051,1.03108,0.95839,1.61816,0.0012872,0.0012872,0.0012872
110,2164.83,1.33044,1.10476,1.91241,0.94469,1,0.97763,0.63765,1.0704,1.00034,1.5727,0.0012806,0.0012806,0.0012806
111,2183.88,1.28474,0.96938,1.8693,0.89815,0.9805,0.98056,0.68129,0.95374,1.01409,1.49261,0.001274,0.001274,0.001274
112,2203.46,1.25276,0.98979,1.84004,0.89967,0.99648,0.95165,0.67273,0.9418,1.07234,1.51958,0.0012674,0.0012674,0.0012674
113,2222.32,1.19821,0.99404,1.86658,0.94707,0.99428,0.97184,0.66554,1.04082,0.99623,1.63774,0.0012608,0.0012608,0.0012608
114,2240.92,1.22326,0.94838,1.86422,0.99563,1,0.995,0.69461,1.00176,0.89257,1.59905,0.0012542,0.0012542,0.0012542
115,2259.38,1.26376,0.91035,1.82066,0.93881,1,0.98921,0.70807,0.97729,0.8871,1.57144,0.0012476,0.0012476,0.0012476
116,2278.16,1.16187,0.92581,1.74553,0.93959,1,0.99237,0.69322,0.98101,0.83555,1.56536,0.001241,0.001241,0.001241
117,2297.27,1.12373,0.86155,1.73287,0.99524,1,0.995,0.71975,0.90106,0.74455,1.52761,0.0012344,0.0012344,0.0012344
118,2316.26,1.15783,0.91678,1.80908,0.99594,1,0.995,0.72329,0.92882,0.66137,1.55322,0.0012278,0.0012278,0.0012278
119,2335.76,1.19955,0.94835,1.84244,0.9959,1,0.995,0.73074,0.94143,0.63803,1.52513,0.0012212,0.0012212,0.0012212
120,2355.78,1.12833,0.93059,1.76786,0.99492,1,0.995,0.69028,0.93521,0.65677,1.48759,0.0012146,0.0012146,0.0012146
121,2374.61,1.19657,0.90531,1.79725,0.9398,1,0.99237,0.71167,0.89168,0.7322,1.47663,0.001208,0.001208,0.001208
122,2393.06,1.18108,0.91129,1.68866,0.99128,1,0.995,0.67402,0.92201,0.8258,1.5367,0.0012014,0.0012014,0.0012014
123,2411.92,1.16977,1.00354,1.78412,1,0.99907,0.995,0.64201,1.01642,0.83233,1.67614,0.0011948,0.0011948,0.0011948
124,2430.59,1.11705,0.87106,1.73786,0.99858,1,0.995,0.6423,1.02585,0.85205,1.68521,0.0011882,0.0011882,0.0011882
125,2449.29,1.19772,0.94686,1.78482,0.9943,1,0.995,0.69163,0.94223,0.83753,1.56365,0.0011816,0.0011816,0.0011816
126,2467.86,1.182,0.9315,1.72506,0.94122,1,0.99237,0.68863,0.93841,0.7764,1.52377,0.001175,0.001175,0.001175
127,2487.27,1.25697,0.99712,1.79138,0.94448,1,0.98658,0.69243,0.92703,0.88961,1.53226,0.0011684,0.0011684,0.0011684
128,2506.82,1.07661,0.85327,1.69048,0.94709,0.99478,0.96026,0.68491,0.91638,0.89625,1.54179,0.0011618,0.0011618,0.0011618
129,2526.55,1.20926,0.94567,1.80364,0.94012,0.94444,0.95611,0.65329,0.9018,0.92143,1.50067,0.0011552,0.0011552,0.0011552
130,2545.81,1.08453,0.84527,1.66477,0.99497,0.94444,0.99237,0.70152,0.91082,0.73639,1.48607,0.0011486,0.0011486,0.0011486
131,2565.53,1.07306,0.8362,1.68162,0.99602,1,0.995,0.72927,0.87444,0.7074,1.48961,0.001142,0.001142,0.001142
132,2584.95,1.05388,0.84066,1.6375,0.99877,1,0.995,0.72189,0.93553,0.70381,1.53809,0.0011354,0.0011354,0.0011354
133,2603.98,1.01452,0.81186,1.60756,0.99821,1,0.995,0.72208,0.92864,0.65318,1.5127,0.0011288,0.0011288,0.0011288
134,2623.23,1.02808,0.79137,1.62816,0.99673,1,0.995,0.75814,0.83431,0.6509,1.39869,0.0011222,0.0011222,0.0011222
135,2642.54,1.02295,0.78475,1.60772,0.99621,1,0.995,0.75927,0.77197,0.68271,1.3632,0.0011156,0.0011156,0.0011156
136,2662.12,1.00348,0.82762,1.60909,0.99581,1,0.995,0.75459,0.79885,0.64185,1.38231,0.001109,0.001109,0.001109
137,2681.91,1.00971,0.80947,1.60312,0.99334,1,0.995,0.75179,0.86942,0.64587,1.44218,0.0011024,0.0011024,0.0011024
138,2701.05,1.10809,0.94892,1.70422,0.94237,1,0.99237,0.76276,0.89428,0.71821,1.48268,0.0010958,0.0010958,0.0010958
139,2721.13,1.10552,0.85062,1.65746,1,0.98765,0.995,0.76737,0.8966,0.69896,1.5099,0.0010892,0.0010892,0.0010892
140,2741.01,1.02653,0.83477,1.61785,0.94692,0.9914,0.96868,0.73666,0.89854,0.70759,1.49004,0.0010826,0.0010826,0.0010826
141,2761.13,1.0438,0.79484,1.66937,0.947,0.99294,0.96605,0.72988,0.81734,0.72828,1.4551,0.001076,0.001076,0.001076
142,2780.21,1.13095,0.83858,1.73049,0.9927,0.94444,0.99237,0.7257,0.816,0.68602,1.44533,0.0010694,0.0010694,0.0010694
143,2798.99,1.04519,0.82949,1.68975,0.94043,1,0.99237,0.72803,0.84334,0.6852,1.44521,0.0010628,0.0010628,0.0010628
144,2817.84,1.09331,0.88472,1.69021,0.94089,1,0.99237,0.74814,0.84214,0.69831,1.43086,0.0010562,0.0010562,0.0010562
145,2836.76,1.11454,0.86248,1.7004,0.94073,1,0.99237,0.75025,0.76355,0.63584,1.36267,0.0010496,0.0010496,0.0010496
146,2855.73,1.05345,0.80167,1.71898,0.94104,1,0.99237,0.72598,0.74865,0.61347,1.35297,0.001043,0.001043,0.001043
147,2874.08,0.99579,0.78102,1.60402,0.93964,1,0.99237,0.71591,0.76219,0.6762,1.36573,0.0010364,0.0010364,0.0010364
148,2892.84,1.00844,0.83793,1.63316,0.99209,0.94444,0.99237,0.72744,0.78091,0.74848,1.37078,0.0010298,0.0010298,0.0010298
149,2912.33,0.98432,0.76828,1.5721,1,0.99532,0.995,0.72394,0.8069,0.7871,1.37009,0.0010232,0.0010232,0.0010232
150,2931.7,1.02177,0.80604,1.60636,1,0.9993,0.995,0.75819,0.75048,0.72084,1.34722,0.0010166,0.0010166,0.0010166
151,2950.71,1.11382,0.786,1.64386,0.99421,1,0.995,0.75501,0.77444,0.70099,1.39591,0.00101,0.00101,0.00101
152,2969.95,0.998,0.79689,1.63226,0.99085,1,0.995,0.74202,0.83675,0.70587,1.42297,0.0010034,0.0010034,0.0010034
153,2988.89,1.029,0.8241,1.67249,1,0.99787,0.995,0.71498,0.87631,0.79392,1.43568,0.0009968,0.0009968,0.0009968
154,3007.62,1.06178,0.82348,1.61799,1,0.99746,0.995,0.74031,0.85738,0.79227,1.42724,0.0009902,0.0009902,0.0009902
155,3026.64,0.97815,0.78618,1.61221,1,0.99923,0.995,0.76377,0.85266,0.70532,1.41804,0.0009836,0.0009836,0.0009836
156,3045.41,1.0394,0.80941,1.68689,0.9994,1,0.995,0.77964,0.77041,0.65813,1.35793,0.000977,0.000977,0.000977
157,3064.82,0.96833,0.78136,1.59818,0.99935,1,0.995,0.79714,0.75572,0.66522,1.33929,0.0009704,0.0009704,0.0009704
158,3083.43,1.02161,0.8312,1.59421,0.9455,1,0.98921,0.76532,0.80653,0.6632,1.3954,0.0009638,0.0009638,0.0009638
159,3102.05,0.93433,0.71003,1.5971,0.94522,1,0.97763,0.69546,0.87365,0.63897,1.47589,0.0009572,0.0009572,0.0009572
160,3120.8,0.87642,0.71554,1.52274,0.94555,1,0.96605,0.70972,0.8459,0.69109,1.45873,0.0009506,0.0009506,0.0009506
161,3138.72,0.98347,0.79291,1.60198,0.94351,1,0.99237,0.74987,0.72704,0.68278,1.34865,0.000944,0.000944,0.000944
162,3158.86,0.99511,0.77245,1.55675,0.99727,1,0.995,0.778,0.70274,0.58283,1.32817,0.0009374,0.0009374,0.0009374
163,3178.33,0.89505,0.72334,1.47315,0.99526,1,0.995,0.7706,0.72634,0.61771,1.34069,0.0009308,0.0009308,0.0009308
164,3198.79,0.90365,0.73349,1.51933,0.98633,1,0.995,0.73441,0.80796,0.60874,1.41316,0.0009242,0.0009242,0.0009242
165,3218.96,1.04755,0.77293,1.55002,0.98511,1,0.995,0.70578,0.9489,0.62613,1.49651,0.0009176,0.0009176,0.0009176
166,3238.53,1.0245,0.77648,1.60831,0.97665,1,0.995,0.71172,0.86414,0.60519,1.41303,0.000911,0.000911,0.000911
167,3257.61,0.94887,0.75416,1.58478,0.97212,1,0.995,0.76838,0.70815,0.61437,1.30152,0.0009044,0.0009044,0.0009044
168,3277.17,1.03829,0.83091,1.60843,0.97652,1,0.995,0.78149,0.64977,0.56869,1.28244,0.0008978,0.0008978,0.0008978
169,3296.75,0.89548,0.70759,1.49881,0.98498,1,0.995,0.75326,0.68576,0.58007,1.32399,0.0008912,0.0008912,0.0008912
170,3315.94,0.9145,0.68054,1.45472,0.99147,1,0.995,0.74053,0.7485,0.5658,1.3483,0.0008846,0.0008846,0.0008846
171,3335.2,1.11198,0.78102,1.67311,0.9397,1,0.99237,0.73077,0.8351,0.5781,1.41237,0.000878,0.000878,0.000878
172,3354.68,1.02221,0.78677,1.71529,0.94283,1,0.98921,0.70704,0.84378,0.61324,1.43884,0.0008714,0.0008714,0.0008714
173,3374.18,1.0027,0.71586,1.55123,0.94415,1,0.98658,0.73625,0.75607,0.62199,1.38107,0.0008648,0.0008648,0.0008648
174,3393.74,0.96272,0.72397,1.54517,0.94723,0.99746,0.98658,0.73413,0.70023,0.58103,1.34264,0.0008582,0.0008582,0.0008582
175,3412.91,1.02214,0.78842,1.58863,0.99274,0.94444,0.99,0.74764,0.70279,0.58582,1.32604,0.0008516,0.0008516,0.0008516
176,3432.21,0.88827,0.72528,1.52111,0.94287,1,0.99237,0.76013,0.69031,0.62729,1.32067,0.000845,0.000845,0.000845
177,3451.32,0.89327,0.69242,1.51825,0.9418,1,0.99237,0.74822,0.73159,0.7131,1.36078,0.0008384,0.0008384,0.0008384
178,3470.73,0.86733,0.68558,1.51921,0.94193,1,0.99237,0.74634,0.75538,0.69887,1.36126,0.0008318,0.0008318,0.0008318
179,3489.99,0.96841,0.72824,1.51383,0.94203,1,0.99237,0.7405,0.75641,0.63055,1.3321,0.0008252,0.0008252,0.0008252
180,3509.53,0.90864,0.69825,1.53964,0.94343,1,0.99237,0.74532,0.7296,0.58103,1.2935,0.0008186,0.0008186,0.0008186
181,3529.33,1.00202,0.75782,1.56101,0.94304,1,0.99237,0.76645,0.75583,0.63877,1.30472,0.000812,0.000812,0.000812
182,3548.65,0.89175,0.691,1.50678,1,0.99423,0.995,0.78605,0.70694,0.64067,1.29842,0.0008054,0.0008054,0.0008054
183,3567.4,0.96728,0.75367,1.57416,1,0.99654,0.995,0.74541,0.74854,0.63365,1.37817,0.0007988,0.0007988,0.0007988
184,3586.11,0.98225,0.72517,1.5852,1,0.99735,0.995,0.74251,0.76356,0.5949,1.417,0.0007922,0.0007922,0.0007922
185,3604.76,0.96646,0.75342,1.59023,1,0.99676,0.995,0.73719,0.70686,0.59063,1.3405,0.0007856,0.0007856,0.0007856
186,3624.12,0.99448,0.74157,1.58502,0.99276,0.94444,0.99237,0.73727,0.72204,0.61576,1.29318,0.000779,0.000779,0.000779
187,3643.48,1.02917,0.72935,1.55496,0.94705,0.99399,0.99237,0.77835,0.69016,0.62438,1.26974,0.0007724,0.0007724,0.0007724
188,3663.27,1.04215,0.74917,1.61393,1,0.99571,0.995,0.79534,0.60715,0.54281,1.24335,0.0007658,0.0007658,0.0007658
189,3682.74,0.96826,0.74886,1.57193,1,0.99696,0.995,0.78672,0.64609,0.54493,1.28694,0.0007592,0.0007592,0.0007592
190,3702.56,0.8464,0.67521,1.48428,1,0.99632,0.995,0.77649,0.71504,0.60158,1.31928,0.0007526,0.0007526,0.0007526
